tier,learner,ways,shots,pool_type,n_episodes,chance,c1_mean,c1_ci_low,c1_ci_high,c2_mean,c2_ci_low,c2_ci_high,margin_mean,margin_ci_low,margin_ci_high
near,exemplar_knn_k5,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.4922,0.4483,0.5317,0.1348,0.1279,0.1418
near,exemplar_knn_k5,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.585,0.5527,0.6189,0.1348,0.1279,0.1418
near,exemplar_knn_k5,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.5589,0.5206,0.5939,0.1348,0.1279,0.1418
near,exemplar_knn_k5,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5361,0.5028,0.5678,0.1348,0.1279,0.1418
near,exemplar_knn_k5,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6639,0.63,0.6961,0.1348,0.1279,0.1418
near,exemplar_knn_k5,3,10,hard,30,0.3333,0.8633,0.8515,0.8755,0.3906,0.3672,0.4161,1.2241,1.1899,1.2592
near,exemplar_knn_k5,3,10,large,30,0.3333,0.8633,0.8515,0.8755,0.7917,0.7694,0.8161,1.2241,1.1899,1.2592
near,exemplar_knn_k5,3,10,medium,30,0.3333,0.8633,0.8515,0.8755,0.8544,0.8311,0.8783,1.2241,1.1899,1.2592
near,exemplar_knn_k5,3,10,oov_25,30,0.3333,0.8633,0.8515,0.8755,0.79,0.7672,0.8139,1.2241,1.1899,1.2592
near,exemplar_knn_k5,3,10,oov_50,30,0.3333,0.8633,0.8515,0.8755,0.7217,0.6983,0.7483,1.2241,1.1899,1.2592
near,exemplar_knn_k5,3,10,small,30,0.3333,0.8633,0.8515,0.8755,0.9139,0.8967,0.93,1.2241,1.1899,1.2592
near,exemplar_knn_k5,3,20,hard,30,0.3333,0.8836,0.8718,0.8971,0.3855,0.3539,0.4139,1.3937,1.3654,1.4217
near,exemplar_knn_k5,3,20,large,30,0.3333,0.8836,0.8718,0.8971,0.7883,0.7566,0.8228,1.3937,1.3654,1.4217
near,exemplar_knn_k5,3,20,medium,30,0.3333,0.8836,0.8718,0.8971,0.8733,0.8522,0.8961,1.3937,1.3654,1.4217
near,exemplar_knn_k5,3,20,oov_25,30,0.3333,0.8836,0.8718,0.8971,0.7856,0.7572,0.8145,1.3937,1.3654,1.4217
near,exemplar_knn_k5,3,20,oov_50,30,0.3333,0.8836,0.8718,0.8971,0.7178,0.6817,0.7517,1.3937,1.3654,1.4217
near,exemplar_knn_k5,3,20,small,30,0.3333,0.8836,0.8718,0.8971,0.9017,0.8828,0.9206,1.3937,1.3654,1.4217
near,exemplar_knn_k5,3,3,hard,30,0.3333,0.8164,0.8011,0.8327,0.3133,0.2872,0.3406,0.4652,0.4459,0.4833
near,exemplar_knn_k5,3,3,large,30,0.3333,0.8164,0.8011,0.8327,0.6506,0.6139,0.6872,0.4652,0.4459,0.4833
near,exemplar_knn_k5,3,3,medium,30,0.3333,0.8164,0.8011,0.8327,0.7311,0.7039,0.76,0.4652,0.4459,0.4833
near,exemplar_knn_k5,3,3,oov_25,30,0.3333,0.8164,0.8011,0.8327,0.7083,0.6844,0.7367,0.4652,0.4459,0.4833
near,exemplar_knn_k5,3,3,oov_50,30,0.3333,0.8164,0.8011,0.8327,0.6456,0.6194,0.67,0.4652,0.4459,0.4833
near,exemplar_knn_k5,3,3,small,30,0.3333,0.8164,0.8011,0.8327,0.8133,0.7911,0.8361,0.4652,0.4459,0.4833
near,exemplar_knn_k5,3,5,hard,30,0.3333,0.8338,0.8173,0.8505,0.3656,0.3239,0.4039,0.8393,0.8114,0.8654
near,exemplar_knn_k5,3,5,large,30,0.3333,0.8338,0.8173,0.8505,0.7067,0.6739,0.7372,0.8393,0.8114,0.8654
near,exemplar_knn_k5,3,5,medium,30,0.3333,0.8338,0.8173,0.8505,0.7856,0.7567,0.8122,0.8393,0.8114,0.8654
near,exemplar_knn_k5,3,5,oov_25,30,0.3333,0.8338,0.8173,0.8505,0.745,0.7206,0.7689,0.8393,0.8114,0.8654
near,exemplar_knn_k5,3,5,oov_50,30,0.3333,0.8338,0.8173,0.8505,0.7,0.6722,0.7284,0.8393,0.8114,0.8654
near,exemplar_knn_k5,3,5,small,30,0.3333,0.8338,0.8173,0.8505,0.8494,0.825,0.8744,0.8393,0.8114,0.8654
near,kcentroid_k1,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2822,0.2505,0.3167,0.1348,0.1279,0.1418
near,kcentroid_k1,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.4922,0.4483,0.5317,0.1348,0.1279,0.1418
near,kcentroid_k1,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.585,0.5527,0.6189,0.1348,0.1279,0.1418
near,kcentroid_k1,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.5589,0.5206,0.5939,0.1348,0.1279,0.1418
near,kcentroid_k1,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5361,0.5028,0.5678,0.1348,0.1279,0.1418
near,kcentroid_k1,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6639,0.63,0.6961,0.1348,0.1279,0.1418
near,kcentroid_k1,3,10,hard,30,0.3333,0.8793,0.8664,0.8918,0.3011,0.2733,0.3317,0.1716,0.1667,0.1766
near,kcentroid_k1,3,10,large,30,0.3333,0.8793,0.8664,0.8918,0.66,0.6356,0.6856,0.1716,0.1667,0.1766
near,kcentroid_k1,3,10,medium,30,0.3333,0.8793,0.8664,0.8918,0.7294,0.7083,0.7511,0.1716,0.1667,0.1766
near,kcentroid_k1,3,10,oov_25,30,0.3333,0.8793,0.8664,0.8918,0.7044,0.6833,0.7289,0.1716,0.1667,0.1766
near,kcentroid_k1,3,10,oov_50,30,0.3333,0.8793,0.8664,0.8918,0.6717,0.6483,0.6978,0.1716,0.1667,0.1766
near,kcentroid_k1,3,10,small,30,0.3333,0.8793,0.8664,0.8918,0.8022,0.78,0.8272,0.1716,0.1667,0.1766
near,kcentroid_k1,3,20,hard,30,0.3333,0.8935,0.8762,0.9113,0.2517,0.2261,0.2772,0.1614,0.1574,0.1654
near,kcentroid_k1,3,20,large,30,0.3333,0.8935,0.8762,0.9113,0.6439,0.6211,0.6667,0.1614,0.1574,0.1654
near,kcentroid_k1,3,20,medium,30,0.3333,0.8935,0.8762,0.9113,0.7172,0.6883,0.745,0.1614,0.1574,0.1654
near,kcentroid_k1,3,20,oov_25,30,0.3333,0.8935,0.8762,0.9113,0.6883,0.6605,0.7156,0.1614,0.1574,0.1654
near,kcentroid_k1,3,20,oov_50,30,0.3333,0.8935,0.8762,0.9113,0.6517,0.6172,0.6845,0.1614,0.1574,0.1654
near,kcentroid_k1,3,20,small,30,0.3333,0.8935,0.8762,0.9113,0.7867,0.7583,0.8133,0.1614,0.1574,0.1654
near,kcentroid_k1,3,3,hard,30,0.3333,0.8436,0.8304,0.8584,0.2906,0.2656,0.3161,0.1597,0.1529,0.1659
near,kcentroid_k1,3,3,large,30,0.3333,0.8436,0.8304,0.8584,0.5844,0.5489,0.6206,0.1597,0.1529,0.1659
near,kcentroid_k1,3,3,medium,30,0.3333,0.8436,0.8304,0.8584,0.6756,0.6461,0.7056,0.1597,0.1529,0.1659
near,kcentroid_k1,3,3,oov_25,30,0.3333,0.8436,0.8304,0.8584,0.665,0.64,0.695,0.1597,0.1529,0.1659
near,kcentroid_k1,3,3,oov_50,30,0.3333,0.8436,0.8304,0.8584,0.6222,0.5922,0.6522,0.1597,0.1529,0.1659
near,kcentroid_k1,3,3,small,30,0.3333,0.8436,0.8304,0.8584,0.7544,0.7294,0.78,0.1597,0.1529,0.1659
near,kcentroid_k1,3,5,hard,30,0.3333,0.8467,0.8307,0.862,0.3061,0.2706,0.3378,0.1687,0.1645,0.173
near,kcentroid_k1,3,5,large,30,0.3333,0.8467,0.8307,0.862,0.6139,0.5827,0.645,0.1687,0.1645,0.173
near,kcentroid_k1,3,5,medium,30,0.3333,0.8467,0.8307,0.862,0.6906,0.6605,0.72,0.1687,0.1645,0.173
near,kcentroid_k1,3,5,oov_25,30,0.3333,0.8467,0.8307,0.862,0.6733,0.6428,0.7033,0.1687,0.1645,0.173
near,kcentroid_k1,3,5,oov_50,30,0.3333,0.8467,0.8307,0.862,0.6406,0.6095,0.6695,0.1687,0.1645,0.173
near,kcentroid_k1,3,5,small,30,0.3333,0.8467,0.8307,0.862,0.7639,0.7378,0.7911,0.1687,0.1645,0.173
near,kcentroid_k2,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2822,0.2505,0.3167,0.1348,0.1279,0.1418
near,kcentroid_k2,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.4922,0.4483,0.5317,0.1348,0.1279,0.1418
near,kcentroid_k2,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.585,0.5527,0.6189,0.1348,0.1279,0.1418
near,kcentroid_k2,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.5589,0.5206,0.5939,0.1348,0.1279,0.1418
near,kcentroid_k2,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5361,0.5028,0.5678,0.1348,0.1279,0.1418
near,kcentroid_k2,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6639,0.63,0.6961,0.1348,0.1279,0.1418
near,kcentroid_k2,3,10,hard,30,0.3333,0.8713,0.8587,0.8849,0.3183,0.2945,0.3428,0.1749,0.1711,0.1785
near,kcentroid_k2,3,10,large,30,0.3333,0.8713,0.8587,0.8849,0.6422,0.6211,0.665,0.1749,0.1711,0.1785
near,kcentroid_k2,3,10,medium,30,0.3333,0.8713,0.8587,0.8849,0.7156,0.6933,0.7411,0.1749,0.1711,0.1785
near,kcentroid_k2,3,10,oov_25,30,0.3333,0.8713,0.8587,0.8849,0.6883,0.6667,0.7111,0.1749,0.1711,0.1785
near,kcentroid_k2,3,10,oov_50,30,0.3333,0.8713,0.8587,0.8849,0.6606,0.6411,0.6817,0.1749,0.1711,0.1785
near,kcentroid_k2,3,10,small,30,0.3333,0.8713,0.8587,0.8849,0.7906,0.7667,0.815,0.1749,0.1711,0.1785
near,kcentroid_k2,3,20,hard,30,0.3333,0.8813,0.8669,0.8962,0.2589,0.2267,0.2883,0.1665,0.162,0.1708
near,kcentroid_k2,3,20,large,30,0.3333,0.8813,0.8669,0.8962,0.625,0.5939,0.6556,0.1665,0.162,0.1708
near,kcentroid_k2,3,20,medium,30,0.3333,0.8813,0.8669,0.8962,0.71,0.6756,0.7406,0.1665,0.162,0.1708
near,kcentroid_k2,3,20,oov_25,30,0.3333,0.8813,0.8669,0.8962,0.6756,0.6428,0.7072,0.1665,0.162,0.1708
near,kcentroid_k2,3,20,oov_50,30,0.3333,0.8813,0.8669,0.8962,0.6539,0.6161,0.6872,0.1665,0.162,0.1708
near,kcentroid_k2,3,20,small,30,0.3333,0.8813,0.8669,0.8962,0.7867,0.7589,0.8145,0.1665,0.162,0.1708
near,kcentroid_k2,3,3,hard,30,0.3333,0.8324,0.8189,0.8462,0.2911,0.2622,0.3206,0.1549,0.1481,0.1613
near,kcentroid_k2,3,3,large,30,0.3333,0.8324,0.8189,0.8462,0.5789,0.5477,0.6111,0.1549,0.1481,0.1613
near,kcentroid_k2,3,3,medium,30,0.3333,0.8324,0.8189,0.8462,0.6567,0.6272,0.69,0.1549,0.1481,0.1613
near,kcentroid_k2,3,3,oov_25,30,0.3333,0.8324,0.8189,0.8462,0.6444,0.6161,0.6761,0.1549,0.1481,0.1613
near,kcentroid_k2,3,3,oov_50,30,0.3333,0.8324,0.8189,0.8462,0.605,0.58,0.6306,0.1549,0.1481,0.1613
near,kcentroid_k2,3,3,small,30,0.3333,0.8324,0.8189,0.8462,0.74,0.7155,0.765,0.1549,0.1481,0.1613
near,kcentroid_k2,3,5,hard,30,0.3333,0.8347,0.8184,0.8516,0.2994,0.2622,0.3395,0.1681,0.163,0.1738
near,kcentroid_k2,3,5,large,30,0.3333,0.8347,0.8184,0.8516,0.5817,0.5495,0.6117,0.1681,0.163,0.1738
near,kcentroid_k2,3,5,medium,30,0.3333,0.8347,0.8184,0.8516,0.6739,0.6417,0.7039,0.1681,0.163,0.1738
near,kcentroid_k2,3,5,oov_25,30,0.3333,0.8347,0.8184,0.8516,0.6578,0.63,0.6889,0.1681,0.163,0.1738
near,kcentroid_k2,3,5,oov_50,30,0.3333,0.8347,0.8184,0.8516,0.6183,0.5889,0.6483,0.1681,0.163,0.1738
near,kcentroid_k2,3,5,small,30,0.3333,0.8347,0.8184,0.8516,0.765,0.7378,0.7939,0.1681,0.163,0.1738
near,kcentroid_k3,3,1,hard,30,0.3333,0.7264,0.7049,0.748,0.2822,0.2505,0.3167,0.1348,0.1279,0.1418
near,kcentroid_k3,3,1,large,30,0.3333,0.7264,0.7049,0.748,0.4922,0.4483,0.5317,0.1348,0.1279,0.1418
near,kcentroid_k3,3,1,medium,30,0.3333,0.7264,0.7049,0.748,0.585,0.5527,0.6189,0.1348,0.1279,0.1418
near,kcentroid_k3,3,1,oov_25,30,0.3333,0.7264,0.7049,0.748,0.5589,0.5206,0.5939,0.1348,0.1279,0.1418
near,kcentroid_k3,3,1,oov_50,30,0.3333,0.7264,0.7049,0.748,0.5361,0.5028,0.5678,0.1348,0.1279,0.1418
near,kcentroid_k3,3,1,small,30,0.3333,0.7264,0.7049,0.748,0.6639,0.63,0.6961,0.1348,0.1279,0.1418
near,kcentroid_k3,3,10,hard,30,0.3333,0.8727,0.8602,0.8867,0.3222,0.2939,0.3517,0.1755,0.1718,0.1791
near,kcentroid_k3,3,10,large,30,0.3333,0.8727,0.8602,0.8867,0.645,0.6206,0.6711,0.1755,0.1718,0.1791
near,kcentroid_k3,3,10,medium,30,0.3333,0.8727,0.8602,0.8867,0.7233,0.6995,0.7472,0.1755,0.1718,0.1791
near,kcentroid_k3,3,10,oov_25,30,0.3333,0.8727,0.8602,0.8867,0.7039,0.6822,0.7289,0.1755,0.1718,0.1791
near,kcentroid_k3,3,10,oov_50,30,0.3333,0.8727,0.8602,0.8867,0.6711,0.6483,0.6961,0.1755,0.1718,0.1791
near,kcentroid_k3,3,10,small,30,0.3333,0.8727,0.8602,0.8867,0.8072,0.7861,0.8317,0.1755,0.1718,0.1791
near,kcentroid_k3,3,20,hard,30,0.3333,0.8818,0.8687,0.8973,0.2689,0.2394,0.2978,0.168,0.1635,0.1725
near,kcentroid_k3,3,20,large,30,0.3333,0.8818,0.8687,0.8973,0.6189,0.59,0.6472,0.168,0.1635,0.1725
near,kcentroid_k3,3,20,medium,30,0.3333,0.8818,0.8687,0.8973,0.7044,0.6733,0.7328,0.168,0.1635,0.1725
near,kcentroid_k3,3,20,oov_25,30,0.3333,0.8818,0.8687,0.8973,0.6739,0.6422,0.7056,0.168,0.1635,0.1725
near,kcentroid_k3,3,20,oov_50,30,0.3333,0.8818,0.8687,0.8973,0.6411,0.6039,0.6778,0.168,0.1635,0.1725
near,kcentroid_k3,3,20,small,30,0.3333,0.8818,0.8687,0.8973,0.7878,0.7611,0.815,0.168,0.1635,0.1725
near,kcentroid_k3,3,3,hard,30,0.3333,0.8249,0.8098,0.8391,0.2672,0.2394,0.2961,0.1499,0.1432,0.1557
near,kcentroid_k3,3,3,large,30,0.3333,0.8249,0.8098,0.8391,0.555,0.5205,0.5861,0.1499,0.1432,0.1557
near,kcentroid_k3,3,3,medium,30,0.3333,0.8249,0.8098,0.8391,0.6461,0.6183,0.6733,0.1499,0.1432,0.1557
near,kcentroid_k3,3,3,oov_25,30,0.3333,0.8249,0.8098,0.8391,0.6278,0.5933,0.6606,0.1499,0.1432,0.1557
near,kcentroid_k3,3,3,oov_50,30,0.3333,0.8249,0.8098,0.8391,0.5956,0.5655,0.6217,0.1499,0.1432,0.1557
near,kcentroid_k3,3,3,small,30,0.3333,0.8249,0.8098,0.8391,0.7367,0.7083,0.7639,0.1499,0.1432,0.1557
near,kcentroid_k3,3,5,hard,30,0.3333,0.8291,0.8142,0.8451,0.2983,0.2633,0.3344,0.1664,0.1613,0.1717
near,kcentroid_k3,3,5,large,30,0.3333,0.8291,0.8142,0.8451,0.5672,0.54,0.5933,0.1664,0.1613,0.1717
near,kcentroid_k3,3,5,medium,30,0.3333,0.8291,0.8142,0.8451,0.6583,0.6283,0.6872,0.1664,0.1613,0.1717
near,kcentroid_k3,3,5,oov_25,30,0.3333,0.8291,0.8142,0.8451,0.6506,0.6228,0.6806,0.1664,0.1613,0.1717
near,kcentroid_k3,3,5,oov_50,30,0.3333,0.8291,0.8142,0.8451,0.61,0.5789,0.6411,0.1664,0.1613,0.1717
near,kcentroid_k3,3,5,small,30,0.3333,0.8291,0.8142,0.8451,0.7567,0.7283,0.7845,0.1664,0.1613,0.1717
near,linsvm,3,1,hard,30,0.3333,0.7238,0.7022,0.7469,0.3433,0.3072,0.3817,0.1955,0.1849,0.2057
near,linsvm,3,1,large,30,0.3333,0.7238,0.7022,0.7469,0.5389,0.4944,0.5833,0.1955,0.1849,0.2057
near,linsvm,3,1,medium,30,0.3333,0.7238,0.7022,0.7469,0.6439,0.6056,0.6806,0.1955,0.1849,0.2057
near,linsvm,3,1,oov_25,30,0.3333,0.7238,0.7022,0.7469,0.5822,0.5428,0.6183,0.1955,0.1849,0.2057
near,linsvm,3,1,oov_50,30,0.3333,0.7238,0.7022,0.7469,0.5317,0.4961,0.565,0.1955,0.1849,0.2057
near,linsvm,3,1,small,30,0.3333,0.7238,0.7022,0.7469,0.7456,0.7094,0.78,0.1955,0.1849,0.2057
near,linsvm,3,10,hard,30,0.3333,0.8878,0.8755,0.9013,0.4839,0.4556,0.5145,0.6817,0.6638,0.6984
near,linsvm,3,10,large,30,0.3333,0.8878,0.8755,0.9013,0.8211,0.7944,0.8472,0.6817,0.6638,0.6984
near,linsvm,3,10,medium,30,0.3333,0.8878,0.8755,0.9013,0.8639,0.8428,0.8845,0.6817,0.6638,0.6984
near,linsvm,3,10,oov_25,30,0.3333,0.8878,0.8755,0.9013,0.7939,0.7667,0.8222,0.6817,0.6638,0.6984
near,linsvm,3,10,oov_50,30,0.3333,0.8878,0.8755,0.9013,0.7183,0.6933,0.7428,0.6817,0.6638,0.6984
near,linsvm,3,10,small,30,0.3333,0.8878,0.8755,0.9013,0.9244,0.9056,0.9439,0.6817,0.6638,0.6984
near,linsvm,3,20,hard,30,0.3333,0.8891,0.8725,0.9064,0.4339,0.3917,0.4711,0.7926,0.7751,0.8104
near,linsvm,3,20,large,30,0.3333,0.8891,0.8725,0.9064,0.8189,0.7894,0.85,0.7926,0.7751,0.8104
near,linsvm,3,20,medium,30,0.3333,0.8891,0.8725,0.9064,0.8872,0.8622,0.9133,0.7926,0.7751,0.8104
near,linsvm,3,20,oov_25,30,0.3333,0.8891,0.8725,0.9064,0.7994,0.7711,0.8311,0.7926,0.7751,0.8104
near,linsvm,3,20,oov_50,30,0.3333,0.8891,0.8725,0.9064,0.7233,0.69,0.7544,0.7926,0.7751,0.8104
near,linsvm,3,20,small,30,0.3333,0.8891,0.8725,0.9064,0.9261,0.9067,0.9445,0.7926,0.7751,0.8104
near,linsvm,3,3,hard,30,0.3333,0.8362,0.8211,0.8529,0.4017,0.3778,0.4261,0.3971,0.3797,0.4134
near,linsvm,3,3,large,30,0.3333,0.8362,0.8211,0.8529,0.7267,0.6967,0.7589,0.3971,0.3797,0.4134
near,linsvm,3,3,medium,30,0.3333,0.8362,0.8211,0.8529,0.795,0.7639,0.8261,0.3971,0.3797,0.4134
near,linsvm,3,3,oov_25,30,0.3333,0.8362,0.8211,0.8529,0.7406,0.7117,0.7711,0.3971,0.3797,0.4134
near,linsvm,3,3,oov_50,30,0.3333,0.8362,0.8211,0.8529,0.6405,0.6089,0.67,0.3971,0.3797,0.4134
near,linsvm,3,3,small,30,0.3333,0.8362,0.8211,0.8529,0.8817,0.8594,0.9033,0.3971,0.3797,0.4134
near,linsvm,3,5,hard,30,0.3333,0.8473,0.8307,0.8633,0.4544,0.4128,0.4933,0.5184,0.5029,0.5345
near,linsvm,3,5,large,30,0.3333,0.8473,0.8307,0.8633,0.7489,0.7189,0.7783,0.5184,0.5029,0.5345
near,linsvm,3,5,medium,30,0.3333,0.8473,0.8307,0.8633,0.8183,0.7956,0.8422,0.5184,0.5029,0.5345
near,linsvm,3,5,oov_25,30,0.3333,0.8473,0.8307,0.8633,0.7606,0.7417,0.7806,0.5184,0.5029,0.5345
near,linsvm,3,5,oov_50,30,0.3333,0.8473,0.8307,0.8633,0.6844,0.6517,0.7161,0.5184,0.5029,0.5345
near,linsvm,3,5,small,30,0.3333,0.8473,0.8307,0.8633,0.8811,0.8567,0.905,0.5184,0.5029,0.5345
near,logreg,3,1,hard,30,0.3333,0.722,0.7002,0.7451,0.3372,0.3039,0.3717,0.1026,0.0972,0.1079
near,logreg,3,1,large,30,0.3333,0.722,0.7002,0.7451,0.5489,0.5033,0.5906,0.1026,0.0972,0.1079
near,logreg,3,1,medium,30,0.3333,0.722,0.7002,0.7451,0.6472,0.6094,0.6828,0.1026,0.0972,0.1079
near,logreg,3,1,oov_25,30,0.3333,0.722,0.7002,0.7451,0.5956,0.5572,0.6345,0.1026,0.0972,0.1079
near,logreg,3,1,oov_50,30,0.3333,0.722,0.7002,0.7451,0.5478,0.5133,0.58,0.1026,0.0972,0.1079
near,logreg,3,1,small,30,0.3333,0.722,0.7002,0.7451,0.7461,0.7089,0.78,0.1026,0.0972,0.1079
near,logreg,3,10,hard,30,0.3333,0.8784,0.864,0.8927,0.4656,0.4355,0.4972,0.523,0.5025,0.5434
near,logreg,3,10,large,30,0.3333,0.8784,0.864,0.8927,0.8133,0.7883,0.8389,0.523,0.5025,0.5434
near,logreg,3,10,medium,30,0.3333,0.8784,0.864,0.8927,0.8622,0.8411,0.8817,0.523,0.5025,0.5434
near,logreg,3,10,oov_25,30,0.3333,0.8784,0.864,0.8927,0.7906,0.7667,0.8145,0.523,0.5025,0.5434
near,logreg,3,10,oov_50,30,0.3333,0.8784,0.864,0.8927,0.7155,0.6917,0.74,0.523,0.5025,0.5434
near,logreg,3,10,small,30,0.3333,0.8784,0.864,0.8927,0.9233,0.905,0.9406,0.523,0.5025,0.5434
near,logreg,3,20,hard,30,0.3333,0.8718,0.8533,0.8907,0.4244,0.3889,0.4578,0.7155,0.6926,0.7395
near,logreg,3,20,large,30,0.3333,0.8718,0.8533,0.8907,0.8072,0.7761,0.84,0.7155,0.6926,0.7395
near,logreg,3,20,medium,30,0.3333,0.8718,0.8533,0.8907,0.8733,0.8461,0.9,0.7155,0.6926,0.7395
near,logreg,3,20,oov_25,30,0.3333,0.8718,0.8533,0.8907,0.7956,0.7628,0.8295,0.7155,0.6926,0.7395
near,logreg,3,20,oov_50,30,0.3333,0.8718,0.8533,0.8907,0.7283,0.6917,0.7628,0.7155,0.6926,0.7395
near,logreg,3,20,small,30,0.3333,0.8718,0.8533,0.8907,0.91,0.885,0.9333,0.7155,0.6926,0.7395
near,logreg,3,3,hard,30,0.3333,0.8276,0.81,0.8453,0.4,0.3755,0.4256,0.2324,0.2204,0.2436
near,logreg,3,3,large,30,0.3333,0.8276,0.81,0.8453,0.7317,0.6994,0.7661,0.2324,0.2204,0.2436
near,logreg,3,3,medium,30,0.3333,0.8276,0.81,0.8453,0.7967,0.7661,0.8278,0.2324,0.2204,0.2436
near,logreg,3,3,oov_25,30,0.3333,0.8276,0.81,0.8453,0.7439,0.7144,0.7739,0.2324,0.2204,0.2436
near,logreg,3,3,oov_50,30,0.3333,0.8276,0.81,0.8453,0.6611,0.6294,0.6895,0.2324,0.2204,0.2436
near,logreg,3,3,small,30,0.3333,0.8276,0.81,0.8453,0.8806,0.8578,0.9033,0.2324,0.2204,0.2436
near,logreg,3,5,hard,30,0.3333,0.8429,0.8269,0.8595,0.4478,0.4061,0.4872,0.3368,0.3259,0.348
near,logreg,3,5,large,30,0.3333,0.8429,0.8269,0.8595,0.7478,0.715,0.7806,0.3368,0.3259,0.348
near,logreg,3,5,medium,30,0.3333,0.8429,0.8269,0.8595,0.8094,0.7833,0.8339,0.3368,0.3259,0.348
near,logreg,3,5,oov_25,30,0.3333,0.8429,0.8269,0.8595,0.7628,0.7361,0.7872,0.3368,0.3259,0.348
near,logreg,3,5,oov_50,30,0.3333,0.8429,0.8269,0.8595,0.6972,0.6678,0.7283,0.3368,0.3259,0.348
near,logreg,3,5,small,30,0.3333,0.8429,0.8269,0.8595,0.875,0.8494,0.8989,0.3368,0.3259,0.348
near,random,3,1,hard,30,0.3333,0.3282,0.3144,0.3425,0.0917,0.075,0.1094,1.2134,1.1817,1.2431
near,random,3,1,large,30,0.3333,0.3282,0.3144,0.3425,0.0456,0.035,0.0567,1.2134,1.1817,1.2431
near,random,3,1,medium,30,0.3333,0.3282,0.3144,0.3425,0.1005,0.0878,0.1133,1.2134,1.1817,1.2431
near,random,3,1,oov_25,30,0.3333,0.3282,0.3144,0.3425,0.0839,0.0694,0.0995,1.2134,1.1817,1.2431
near,random,3,1,oov_50,30,0.3333,0.3282,0.3144,0.3425,0.0922,0.0767,0.1089,1.2134,1.1817,1.2431
near,random,3,1,small,30,0.3333,0.3282,0.3144,0.3425,0.1867,0.1656,0.2083,1.2134,1.1817,1.2431
near,random,3,10,hard,30,0.3333,0.3271,0.3111,0.3444,0.0956,0.0811,0.1111,1.211,1.1781,1.2459
near,random,3,10,large,30,0.3333,0.3271,0.3111,0.3444,0.0433,0.0333,0.0539,1.211,1.1781,1.2459
near,random,3,10,medium,30,0.3333,0.3271,0.3111,0.3444,0.0994,0.0806,0.1194,1.211,1.1781,1.2459
near,random,3,10,oov_25,30,0.3333,0.3271,0.3111,0.3444,0.0972,0.0817,0.1133,1.211,1.1781,1.2459
near,random,3,10,oov_50,30,0.3333,0.3271,0.3111,0.3444,0.1033,0.0872,0.1211,1.211,1.1781,1.2459
near,random,3,10,small,30,0.3333,0.3271,0.3111,0.3444,0.2139,0.1922,0.2367,1.211,1.1781,1.2459
near,random,3,20,hard,30,0.3333,0.3325,0.3202,0.3456,0.0939,0.08,0.1083,1.2294,1.2021,1.2604
near,random,3,20,large,30,0.3333,0.3325,0.3202,0.3456,0.0367,0.0272,0.0461,1.2294,1.2021,1.2604
near,random,3,20,medium,30,0.3333,0.3325,0.3202,0.3456,0.0983,0.0833,0.1122,1.2294,1.2021,1.2604
near,random,3,20,oov_25,30,0.3333,0.3325,0.3202,0.3456,0.0939,0.0767,0.1106,1.2294,1.2021,1.2604
near,random,3,20,oov_50,30,0.3333,0.3325,0.3202,0.3456,0.0989,0.0833,0.1139,1.2294,1.2021,1.2604
near,random,3,20,small,30,0.3333,0.3325,0.3202,0.3456,0.2022,0.1805,0.2222,1.2294,1.2021,1.2604
near,random,3,3,hard,30,0.3333,0.332,0.3182,0.3442,0.1061,0.09,0.125,1.2113,1.1809,1.2417
near,random,3,3,large,30,0.3333,0.332,0.3182,0.3442,0.0439,0.0361,0.0528,1.2113,1.1809,1.2417
near,random,3,3,medium,30,0.3333,0.332,0.3182,0.3442,0.0983,0.0839,0.1128,1.2113,1.1809,1.2417
near,random,3,3,oov_25,30,0.3333,0.332,0.3182,0.3442,0.1089,0.0944,0.1256,1.2113,1.1809,1.2417
near,random,3,3,oov_50,30,0.3333,0.332,0.3182,0.3442,0.1122,0.0967,0.1289,1.2113,1.1809,1.2417
near,random,3,3,small,30,0.3333,0.332,0.3182,0.3442,0.2033,0.1817,0.2261,1.2113,1.1809,1.2417
near,random,3,5,hard,30,0.3333,0.3329,0.3195,0.3462,0.0994,0.0845,0.115,1.1974,1.1698,1.2252
near,random,3,5,large,30,0.3333,0.3329,0.3195,0.3462,0.0422,0.0317,0.0539,1.1974,1.1698,1.2252
